age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
27,7,365916,12,4,4,1,4,0,0,0,58,39,0
39,4,190719,10,0,12,1,4,1,0,0,45,39,0
27,4,218184,10,4,1,1,2,0,0,0,40,23,0
30,4,222162,9,2,6,0,4,1,0,0,66,39,0
30,4,148524,9,2,14,0,4,1,0,2057,40,39,0
37,4,267085,10,2,3,0,4,1,0,0,40,39,0
50,1,307555,13,0,10,1,4,1,0,0,60,39,1
36,4,229180,10,0,3,4,4,0,0,0,40,5,0
22,4,279041,10,4,6,3,2,1,0,0,10,39,0
21,4,312017,10,4,3,1,4,1,0,0,40,39,0
33,4,54782,13,2,1,0,4,1,0,1579,42,39,0
76,4,70697,4,6,8,1,4,0,0,0,25,39,0
22,0,263970,10,4,0,1,4,0,0,0,28,39,0
37,4,188774,13,2,1,0,4,1,0,0,40,39,0
34,4,302770,10,2,12,0,4,1,0,0,60,39,0
29,4,183639,9,2,5,0,4,1,0,0,97,39,0
29,4,178551,9,2,14,0,4,1,0,0,40,39,0
28,4,175343,13,2,12,0,4,1,0,0,40,39,0
73,6,190078,10,2,4,0,4,1,0,0,35,39,0
43,4,117627,10,0,4,1,2,0,0,0,40,39,0
39,4,108419,10,2,3,0,4,1,0,0,40,39,0
74,4,183701,6,6,8,1,2,0,0,0,6,39,0
27,7,208406,13,4,10,1,4,1,0,0,30,39,0
47,4,148884,9,2,14,0,4,1,0,0,60,39,0
90,4,87285,9,4,8,3,4,0,0,0,24,39,0
47,4,199058,13,2,10,0,4,1,0,0,60,39,1
42,4,173628,13,2,4,0,4,1,0,0,40,39,1
69,4,370837,13,0,6,1,4,1,0,0,40,39,0
18,0,179484,8,4,0,3,3,1,0,0,40,39,0
23,4,342769,13,4,13,1,4,0,0,0,20,39,0
44,2,65145,9,2,10,0,4,1,0,0,30,39,0
41,4,150533,9,2,12,0,4,1,2829,0,40,39,0
47,2,272182,10,4,1,1,2,1,0,0,40,39,0
43,4,403467,13,2,4,0,2,1,7688,0,40,39,1
33,4,252168,10,4,8,1,2,1,0,0,40,39,0
48,4,80430,7,4,8,1,4,0,0,0,30,39,0
39,4,189623,13,0,12,4,4,1,0,0,60,39,0
43,4,115806,14,0,4,4,4,0,0,2547,40,39,1
18,0,28357,10,4,0,3,4,0,0,0,20,39,0
52,4,226084,9,6,9,2,4,0,0,0,40,39,0
18,4,150817,9,4,12,3,4,0,0,0,20,39,0
27,5,190911,9,4,12,3,4,1,0,0,45,39,0
27,5,120126,13,2,4,0,4,1,0,1887,45,39,1
45,2,255559,9,4,1,1,4,0,0,0,40,39,0
79,0,142370,15,2,0,0,4,1,0,0,10,39,0
24,4,173679,11,2,8,0,4,1,0,0,20,39,0
25,4,35854,10,3,12,4,4,0,0,0,40,39,0
42,6,82161,6,6,14,4,4,1,0,0,35,39,0
63,6,129845,4,2,3,0,4,1,0,0,40,39,0
40,4,226505,9,2,1,5,4,0,0,0,46,39,1
47,4,151584,15,2,4,0,4,1,7688,0,60,39,1
42,4,136419,9,2,3,0,4,1,0,0,50,39,1
42,4,66460,10,0,4,4,4,0,0,0,45,39,0
63,2,379940,13,2,10,0,4,1,0,0,40,39,1
37,2,102936,13,0,10,4,4,0,0,0,55,39,0
65,4,205309,9,2,1,0,4,1,0,0,20,39,0
30,0,156890,6,0,0,4,4,1,0,0,40,39,0
62,4,208711,13,2,3,0,4,1,7688,0,50,39,1
46,4,137547,9,0,3,1,0,1,0,0,40,39,0
23,4,220168,9,4,12,2,2,0,0,0,25,23,0
47,2,37672,13,2,10,5,4,0,0,0,45,39,0
20,4,196643,10,4,8,3,4,1,0,0,20,39,0
21,0,355686,9,4,0,3,4,0,0,0,10,39,0
28,4,197484,9,4,6,3,4,1,0,0,40,39,0
61,2,115023,9,2,8,0,4,1,0,0,40,39,0
30,7,234824,9,2,8,5,4,0,0,0,72,39,0
30,7,361497,13,2,11,0,4,1,0,0,72,39,1
29,4,351871,13,4,12,1,4,1,0,0,50,39,1
39,4,324231,9,6,7,4,2,0,0,0,40,39,0
23,4,123490,7,0,8,4,4,0,0,0,35,39,0
32,4,188245,7,4,9,4,2,0,0,0,40,39,0
63,4,50349,9,6,8,1,4,0,0,0,34,39,0
19,6,47176,10,4,3,1,4,0,0,0,15,39,0
57,7,290661,16,0,10,1,4,1,0,0,60,39,1
41,4,221172,13,2,3,0,4,1,0,0,40,39,1
23,4,188950,11,4,12,3,4,1,0,0,40,39,0
30,4,356882,16,4,10,3,4,1,0,0,20,39,0
43,5,150533,12,2,4,0,4,1,0,0,50,39,0
64,6,167149,4,2,8,0,4,1,0,0,25,39,0
56,4,301835,3,5,7,1,4,1,0,0,40,39,0
32,4,313729,9,2,1,0,4,1,0,0,40,39,0
55,4,130957,9,2,3,0,4,1,0,0,45,39,0
17,4,197732,7,4,8,3,4,0,0,0,12,39,0
17,4,250541,6,4,8,3,2,1,0,0,20,39,0
29,4,218785,10,2,1,5,4,0,0,0,65,39,0
23,0,232512,9,5,0,3,4,0,0,0,40,39,0
37,4,194630,9,0,3,1,4,1,0,0,50,39,0
39,4,38721,9,0,9,4,4,0,0,0,22,39,0
36,4,201519,13,2,4,5,4,0,0,0,40,39,1
50,4,279337,13,0,4,1,4,1,0,0,55,39,1
41,0,27187,11,2,0,0,4,1,0,2415,12,39,1
31,4,87560,10,4,7,1,4,0,0,0,50,39,0
71,0,100820,9,2,0,0,4,1,0,2489,15,39,0
56,4,208431,10,6,4,1,2,0,0,0,32,39,0
51,4,143822,10,2,3,0,4,1,7298,0,40,39,1
20,4,163205,10,5,8,3,4,0,0,0,30,39,0
53,4,171924,13,0,10,1,4,1,14344,0,55,39,1
33,7,137616,14,4,10,1,2,0,0,0,35,39,0
27,4,156516,10,2,1,5,2,0,0,2377,20,39,0
40,4,119101,10,2,3,0,4,1,5178,0,40,39,1
45,4,117556,10,0,1,4,2,0,0,0,32,39,0
54,4,147863,11,2,3,0,1,1,5013,0,40,40,0
33,6,24504,9,5,3,2,4,1,0,0,50,39,0
27,0,157624,9,5,0,2,4,0,0,0,40,39,0
36,4,181721,6,4,5,3,2,1,0,0,60,39,0
42,2,55363,14,2,10,0,4,1,0,0,55,39,1
33,4,92865,10,4,1,3,4,0,0,0,40,39,0
19,4,258633,10,4,1,3,4,0,0,0,25,0,0
52,1,221532,13,2,4,0,4,1,0,0,45,39,1
41,2,183224,14,2,10,5,1,0,0,0,40,36,1
30,4,381153,10,2,3,0,4,1,0,0,40,39,0
22,4,300871,10,4,1,3,4,1,0,0,40,39,0
47,4,33710,13,2,4,0,4,1,3103,0,60,39,1
26,4,158333,3,4,14,1,4,1,0,0,40,4,0
36,4,288103,7,5,7,1,2,1,0,0,40,39,0
35,4,108907,9,5,7,4,4,1,0,0,40,39,0
46,4,358533,10,2,11,0,2,1,0,0,40,39,1
24,4,126613,13,4,10,3,4,0,0,0,8,39,0
30,4,164190,11,2,10,0,4,1,5178,0,52,39,1
38,4,199816,9,0,7,3,4,1,0,0,40,39,0
50,4,98228,9,0,12,4,4,0,0,0,45,39,0
41,2,129060,10,0,1,4,2,0,0,0,40,39,0
38,4,22245,9,2,4,0,4,1,0,0,60,39,1
36,4,226918,13,4,12,1,2,1,0,0,48,39,0
47,4,398652,9,2,12,0,4,1,0,0,50,39,1
59,4,268840,10,2,1,2,4,0,0,0,16,39,1
35,0,103710,13,0,0,4,4,0,0,0,16,0,0
59,4,91384,16,2,10,0,4,1,0,0,60,39,1
52,4,174767,10,2,4,0,4,1,0,0,45,39,1
37,5,126675,11,2,12,0,4,1,0,0,60,39,1
52,4,82285,13,3,8,2,2,0,0,0,40,14,0
51,4,177727,12,2,3,0,4,1,0,0,45,39,1
67,6,345236,13,2,4,0,4,1,0,0,55,39,0
58,0,347692,7,0,0,1,2,1,0,0,15,39,0
68,4,156000,6,6,8,4,2,0,0,0,20,39,0
71,4,228806,5,0,9,1,2,0,0,0,6,39,0
49,2,184428,14,2,1,0,4,1,0,0,40,39,0
35,2,102938,9,2,8,0,4,1,0,0,40,39,0
18,4,161063,9,4,1,3,4,1,0,0,40,39,0
29,4,253752,6,2,5,5,4,0,0,0,40,39,0
47,6,274800,13,2,10,0,4,1,0,0,60,39,0
31,4,129804,5,4,5,1,4,1,0,0,40,33,0
22,1,65547,10,4,4,1,2,1,0,0,40,39,0
20,4,107658,10,4,13,1,4,0,0,0,10,39,0
57,4,161097,9,0,12,1,4,0,0,0,26,39,0
18,4,118376,10,4,8,3,4,0,0,0,15,39,0
32,4,131224,9,2,10,0,4,1,0,0,40,39,0
39,4,120985,9,0,8,3,4,1,0,0,40,39,0
37,4,215392,13,0,10,1,4,0,0,0,40,39,0
51,4,63685,9,2,12,0,1,1,0,0,50,1,0
48,4,131826,10,2,1,0,4,1,0,0,40,39,1
39,4,211440,9,2,14,0,4,1,0,0,55,39,1
35,4,31023,13,2,12,0,4,1,0,0,45,39,0
40,4,145439,3,2,8,0,3,1,4064,0,40,26,0
19,4,255161,9,4,12,3,4,1,0,0,25,39,0
28,4,411950,9,0,1,1,4,1,0,0,40,39,0
23,4,275818,10,4,12,1,4,0,0,1974,40,39,0
18,4,318082,10,4,12,3,4,1,0,0,35,39,0
23,2,287988,13,4,10,1,4,1,0,0,40,39,0
47,2,138342,7,2,14,0,4,1,3411,0,40,8,0
42,1,115932,13,0,1,3,4,1,0,0,40,39,0
25,4,60358,10,4,12,3,4,1,0,0,40,39,0
17,4,140117,6,4,12,3,4,0,0,0,12,39,0
34,4,158040,13,4,4,1,4,0,0,0,45,39,0
30,5,321990,14,2,4,0,4,1,15024,0,60,0,1
29,4,232784,12,4,4,3,4,1,0,0,40,39,0
22,4,349368,10,2,1,5,4,0,0,0,40,39,0
46,1,325573,9,4,6,1,4,1,0,0,40,39,0
69,4,140176,9,2,12,0,4,1,0,0,24,39,0
50,4,128478,9,2,3,0,4,1,0,0,60,39,1
19,0,318264,10,4,0,3,4,1,0,0,30,39,0
59,4,147989,9,2,7,0,4,1,0,0,40,0,0
45,1,155659,10,2,10,0,4,1,0,0,40,39,1
41,7,288433,14,4,1,1,2,0,0,0,40,39,0
47,1,329205,13,0,10,4,4,1,0,0,40,39,0
64,4,171373,7,6,5,4,4,0,0,0,40,39,0
29,4,228860,10,2,8,0,4,1,0,0,35,39,0
29,4,196116,15,0,10,3,4,0,2174,0,72,39,0
17,4,47771,7,4,10,3,4,0,0,0,20,39,0
24,4,201680,9,4,1,4,4,1,0,0,60,39,0
28,4,337378,9,2,3,0,4,1,0,0,40,39,0
35,4,246449,9,4,8,1,4,1,3325,0,50,39,0
48,4,227714,13,2,12,0,4,1,0,0,60,39,0
36,4,177285,11,4,10,4,2,0,0,0,38,39,0
38,4,71701,11,4,3,1,4,0,0,0,40,32,0
49,4,30219,9,0,3,1,4,1,0,1669,40,39,0
42,4,280167,14,2,10,0,4,1,0,0,40,39,1
36,5,27408,11,2,12,0,4,1,0,0,60,39,0
25,4,167031,6,4,7,1,4,0,0,0,40,4,0
41,4,173682,14,2,7,0,4,1,0,0,40,39,0
35,6,278557,9,2,5,0,4,1,0,0,30,39,0
32,4,113688,11,0,4,1,4,0,0,0,50,39,0
41,6,252986,14,2,10,0,4,1,0,0,40,39,1
48,4,33669,10,2,14,0,4,1,0,0,60,39,0
56,4,100776,9,2,12,5,4,0,0,0,50,39,0
47,6,177457,10,2,8,0,2,1,0,0,40,39,0
30,7,312767,9,4,12,4,2,0,0,0,40,39,0
51,4,43354,7,2,3,0,4,1,0,0,40,39,1
22,5,375422,13,4,1,3,4,1,0,0,40,35,0
49,6,263568,13,2,4,0,4,1,0,0,60,39,1
67,0,74335,9,6,0,1,4,0,0,0,10,11,0
26,4,302097,9,2,7,0,4,1,3464,0,48,39,0
35,4,248010,13,3,3,4,4,1,0,0,40,39,0
37,0,87369,5,0,0,4,4,0,0,0,40,39,0
34,4,405577,10,4,1,1,4,1,0,0,40,39,0
51,7,167065,9,2,4,0,4,1,0,0,40,39,0
26,4,102476,13,2,4,0,4,1,0,0,40,39,0
28,1,526528,10,4,1,4,2,0,3887,0,40,39,0
32,4,175878,4,2,3,0,4,1,0,0,35,39,0
55,4,213894,7,5,1,4,2,0,0,0,40,39,0
17,4,150262,7,4,12,3,4,0,0,0,20,39,0
40,4,75363,10,5,4,4,4,0,0,0,40,39,0
38,4,272671,13,0,12,3,4,1,0,0,50,39,0
67,5,411007,9,6,4,1,4,0,15831,0,40,39,1
44,4,222434,9,0,7,3,4,1,0,0,40,39,0
26,4,180246,10,2,4,0,4,1,7688,0,40,39,1
25,4,171236,9,0,6,3,4,0,0,0,40,39,0
45,4,367037,9,0,1,4,4,0,0,0,40,39,0
38,4,304651,9,2,1,0,4,1,0,0,45,39,1
62,4,97017,10,2,3,0,4,1,0,0,45,39,0
20,4,146879,9,4,8,1,4,1,0,2001,40,39,0
45,7,320818,10,3,8,2,2,1,0,0,40,14,0
47,6,84735,14,2,10,5,4,0,0,0,20,39,1
49,4,184428,13,0,1,1,4,1,0,0,40,39,0
36,4,326886,9,2,3,0,4,1,0,0,40,39,1
24,0,169624,9,0,0,4,2,0,0,0,37,39,0
29,4,212102,9,5,8,4,2,0,0,0,30,39,0
23,4,175837,7,4,5,2,4,0,0,0,40,33,0
50,4,177487,9,2,3,0,4,1,0,0,40,39,0
44,4,286750,13,2,4,0,2,1,0,1902,40,39,1
44,4,171424,13,2,10,0,4,1,0,0,40,39,1
32,4,194981,9,2,13,5,4,0,0,0,36,39,0
73,4,199362,9,2,8,0,4,1,0,0,30,39,0
24,4,204226,14,4,10,1,4,0,0,0,40,39,0
46,7,72506,9,2,8,5,2,0,0,0,40,39,0
61,5,61040,10,2,12,0,4,1,7688,0,36,39,1
37,1,194630,14,4,4,3,4,0,0,0,40,39,0
29,4,391867,11,2,3,0,4,1,0,0,40,39,1
40,4,94080,12,2,4,0,4,1,0,0,40,39,1
17,4,289405,7,4,7,3,3,1,0,0,12,39,0
30,4,170130,9,0,1,4,4,0,0,0,40,39,0
19,4,158118,9,4,8,1,4,0,0,1719,40,39,0
30,4,447739,16,4,10,1,4,1,0,0,60,39,0
90,0,39824,9,6,0,1,4,1,401,0,4,39,0
76,0,312500,3,6,0,4,4,0,0,0,40,39,0
47,4,223342,9,0,1,4,4,0,0,1504,35,39,0
65,0,293385,1,2,0,0,2,1,0,0,30,39,0
25,4,106377,10,4,1,3,4,1,0,0,40,39,0
41,4,66118,13,0,10,3,4,0,0,0,40,39,0
47,4,274883,9,2,14,0,4,1,0,0,40,39,0
27,2,123773,12,4,1,4,2,0,0,0,40,39,0
42,2,70655,9,2,3,0,4,1,0,0,44,39,0
49,4,177426,9,0,8,1,4,0,0,0,20,39,0
37,4,200374,13,2,12,0,4,1,0,1902,40,39,1
19,7,159269,10,4,1,3,4,1,0,0,15,39,0
24,4,235894,9,2,3,0,4,1,0,0,38,39,0
34,2,97723,15,2,10,0,4,1,0,0,40,39,1
33,4,167309,13,4,1,1,4,1,0,0,40,39,0
44,6,98106,10,0,4,1,4,0,0,0,40,39,0
37,1,22201,13,2,1,0,1,1,7298,0,40,30,1
45,4,108993,9,4,3,3,4,1,0,0,40,39,0
35,4,265954,13,4,6,1,2,1,0,0,40,39,0
58,5,100960,9,2,12,0,4,1,0,0,50,39,0
45,4,170092,10,0,8,1,4,0,0,0,50,39,0
54,4,326156,10,2,3,0,4,1,0,0,40,39,1
45,4,216932,14,2,4,0,4,1,0,0,40,39,1
69,4,36956,10,2,4,0,4,1,20051,0,50,39,1
24,4,214014,9,4,3,3,2,1,0,0,40,39,0
36,4,99872,9,2,3,0,1,1,0,0,40,19,0
61,7,151459,6,4,8,1,2,0,0,0,38,39,0
57,5,161662,13,2,4,0,4,1,7688,0,60,39,1
56,4,367200,9,0,3,2,4,1,0,0,40,39,0
35,4,86648,14,2,10,0,4,1,0,1977,45,39,1
51,2,168539,13,2,4,0,4,1,0,0,50,39,1
50,4,140741,7,4,7,2,4,0,0,0,40,39,0
25,4,197651,10,4,13,3,4,0,0,0,43,39,0
46,4,123053,14,2,4,0,1,1,0,0,50,24,1
23,4,330571,13,4,1,3,4,0,0,0,25,39,0
44,4,204235,9,2,14,0,4,1,0,0,40,39,0
38,7,346766,9,0,1,4,4,0,0,0,40,39,0
35,0,257250,9,4,0,3,4,1,0,0,40,39,0
25,4,163396,10,4,13,1,3,0,0,0,40,39,0
78,0,135839,9,6,0,1,4,0,1086,0,20,39,0
18,4,36251,6,4,8,3,4,0,0,0,15,39,0
40,4,149102,9,3,6,1,4,1,2174,0,60,31,0
61,0,222395,9,2,0,0,4,1,0,0,40,39,0
31,7,29152,8,2,8,5,4,0,0,0,40,39,0
33,4,79303,9,2,5,0,4,1,0,0,45,39,0
35,4,272338,11,0,10,4,4,0,0,0,40,39,0
55,7,200497,14,2,4,0,4,1,0,0,45,39,1
19,4,148392,9,4,1,3,4,1,0,0,30,39,0
31,4,164243,10,2,3,0,4,1,0,1579,40,39,0
43,7,129298,14,2,4,0,4,1,0,0,40,39,1
49,2,174981,14,2,4,0,2,1,0,0,47,39,1
48,2,328610,15,2,10,0,4,1,0,0,45,39,1
27,4,77774,9,4,7,3,4,0,0,0,34,39,0
38,7,134069,14,2,4,0,4,1,7298,0,60,39,1
35,4,209214,9,2,1,5,4,0,4386,0,35,39,1
29,4,153805,9,4,7,2,3,1,0,0,40,7,0
27,4,168827,13,4,12,3,4,1,0,0,2,39,0
31,4,373432,5,2,3,0,4,1,0,0,43,39,0
26,4,57600,13,2,10,0,4,1,0,0,40,39,0
53,6,302847,9,2,12,0,4,1,0,0,35,39,0
23,4,227594,9,4,1,1,4,0,0,0,30,39,0
32,1,44777,9,5,7,1,2,1,0,0,46,39,0
54,0,133963,9,6,0,3,4,0,0,0,40,39,0
36,4,279615,13,0,12,3,4,0,0,0,40,39,0
22,4,276133,9,4,5,1,4,1,0,0,50,39,0
62,4,136314,10,2,1,5,4,0,0,0,40,39,0
41,4,204410,9,2,3,0,4,1,0,1485,44,39,1
59,5,223215,13,2,4,0,4,1,0,1977,50,39,1
43,4,184625,9,2,1,5,4,0,0,0,40,39,1
34,5,265917,9,2,4,0,4,1,0,0,40,39,1
27,4,158647,10,4,1,1,4,0,0,0,40,39,0
35,4,22055,10,2,10,0,0,1,0,0,60,39,0
41,2,176716,9,2,14,0,4,1,0,0,60,39,0
42,4,270721,13,4,10,1,4,1,0,0,32,39,0
24,4,100321,10,0,3,1,4,1,0,0,48,39,0
35,4,79050,9,4,14,4,2,1,0,0,72,39,0
40,2,42703,10,2,1,5,4,0,0,0,40,39,1
46,4,116952,4,2,10,5,4,0,0,0,45,39,0
45,4,331643,10,2,3,0,4,1,0,0,40,39,1
33,4,207937,9,4,3,1,4,1,0,1092,40,39,0
68,4,223486,9,6,8,4,4,0,0,0,7,9,0
33,4,340332,13,5,4,1,2,0,0,0,45,39,0
23,4,184813,10,2,8,0,4,1,0,0,20,39,0
42,6,32185,13,2,5,0,4,1,0,0,60,39,1
30,4,197886,10,4,12,1,4,1,0,0,45,39,1
35,7,248374,10,0,1,4,2,0,0,0,40,39,0
40,4,382499,9,0,1,4,4,0,0,0,50,39,0
36,7,108320,14,0,10,4,4,1,5455,0,30,39,0
46,5,161386,5,2,1,5,4,0,0,0,50,39,0
49,2,110172,9,2,14,0,4,1,0,0,40,39,0
41,4,144032,9,2,4,0,4,1,0,0,60,39,0
26,4,224426,14,4,4,3,4,1,0,0,38,39,0
37,4,230408,9,0,8,1,2,0,0,0,20,39,0
50,2,20795,10,2,11,0,4,1,0,0,40,39,1
20,4,174714,10,4,8,3,4,1,0,0,20,39,0
59,7,398626,16,0,10,4,4,1,25236,0,45,39,1
30,4,149531,10,2,12,0,4,1,0,0,40,39,0
23,4,34113,9,2,3,0,4,1,0,0,45,39,0
44,2,323790,13,2,11,0,4,1,0,0,40,39,1
28,4,331381,13,4,1,1,4,1,0,0,40,39,0
48,4,160647,10,4,4,1,4,0,0,0,40,21,1
34,4,339142,9,5,6,4,4,0,0,0,40,39,0
58,4,164857,13,4,10,1,4,1,0,0,99,39,0
33,2,267859,10,2,11,0,4,1,0,0,40,39,0
38,4,167725,13,3,14,1,3,1,0,0,84,19,0
49,1,586657,13,2,4,0,4,1,7298,0,40,39,1
67,6,105907,2,6,8,1,2,0,0,0,20,39,0
23,4,200677,6,4,7,1,4,0,0,0,40,39,0
42,4,193882,10,2,10,0,4,1,0,0,40,39,1
54,4,138026,9,2,1,5,4,0,0,0,40,39,0
49,4,122385,14,2,4,0,4,1,0,0,40,39,1
35,4,49020,14,2,4,0,4,1,0,0,60,39,1
26,4,283715,9,4,3,3,4,1,0,0,40,39,0
31,4,286406,9,4,4,1,4,1,3325,0,40,39,0
36,4,166416,9,2,6,0,4,1,0,0,40,39,0
25,4,156334,6,2,7,0,4,1,0,0,40,39,0
35,2,45607,14,4,10,1,4,1,0,0,60,39,1
40,2,112362,14,2,10,0,4,1,0,0,40,39,0
52,4,200419,12,5,10,1,4,0,0,0,50,39,0
42,7,341638,13,2,10,0,4,1,0,0,40,39,1
25,0,34161,8,5,0,4,4,0,0,0,30,39,0
50,6,127151,14,2,10,5,4,0,0,0,40,2,1
52,4,321959,10,2,13,0,2,1,0,0,40,39,1
51,2,35211,14,2,10,0,0,1,0,0,40,39,0
19,4,214935,10,4,6,3,4,1,0,0,40,39,0
43,4,132130,11,2,5,0,4,1,0,0,40,39,1
57,4,222247,8,2,14,0,4,1,0,0,40,39,1
35,4,165799,9,0,4,1,4,1,0,0,60,39,0
30,4,257874,13,4,12,1,4,0,0,0,30,39,0
38,4,357173,9,2,3,0,4,1,0,0,40,39,0
45,7,305739,10,0,1,1,4,0,0,0,40,39,0
23,4,172047,9,4,6,3,4,1,0,0,40,39,0
22,4,110677,10,5,8,3,4,0,0,0,40,39,0
21,0,405684,9,4,0,2,4,1,0,0,35,26,0
60,4,82388,10,2,11,0,4,1,0,0,38,39,0
45,4,289230,13,0,10,4,4,0,0,0,48,39,1
26,4,101812,9,4,7,4,4,1,5721,0,40,39,0
49,7,336509,6,2,8,0,4,1,0,0,40,39,0
29,4,383402,10,0,8,1,4,0,0,0,35,39,0
47,4,328216,10,2,13,0,4,1,7298,0,40,39,1
40,4,280362,9,2,14,0,4,1,0,0,35,39,0
34,4,212064,9,5,1,4,4,0,7443,0,35,39,0
42,4,173704,14,2,10,0,4,1,0,0,40,39,0
33,4,433375,2,2,3,0,4,1,0,0,35,26,0
63,6,106551,9,2,3,0,4,1,0,0,40,39,0
53,4,22418,9,2,3,0,4,1,0,0,40,39,0
38,4,54816,11,2,3,0,4,1,0,0,40,39,1
44,4,358199,10,2,12,0,4,1,0,0,45,39,1
43,4,190044,6,2,14,0,4,1,0,0,40,39,0
26,4,97698,14,4,4,1,4,1,0,0,32,39,0
56,4,53366,9,2,14,0,4,1,0,0,40,39,0
39,4,236136,11,0,1,4,2,0,0,0,40,39,0
44,4,326232,4,0,6,1,4,1,0,0,48,39,0
34,4,581071,9,5,1,1,4,1,0,0,48,39,1
40,4,220589,12,4,1,1,4,0,0,0,40,39,0
38,1,161463,10,2,8,0,2,1,0,0,40,39,0
44,4,95255,10,0,1,4,4,0,0,0,40,39,0
34,1,223267,10,0,11,3,4,1,0,0,72,39,0
22,4,236769,13,4,10,1,4,1,0,0,20,9,0
58,5,229498,10,6,12,1,4,0,0,0,20,39,1
43,4,177083,10,0,13,4,4,0,0,0,30,39,0
23,4,287681,9,4,3,3,4,1,0,0,40,4,0
41,4,49797,10,5,4,1,2,0,0,0,40,39,0
44,4,174051,10,4,8,1,4,1,0,0,35,39,0
32,4,194901,9,2,1,0,4,1,0,0,40,39,0
38,2,252250,12,2,11,0,4,1,0,0,56,39,1
47,4,191277,10,2,12,0,4,1,0,0,50,39,1
24,4,174907,9,4,8,3,4,0,0,0,30,39,0
39,4,167140,14,2,4,0,4,1,0,0,40,39,0
32,4,236543,8,0,11,3,4,1,0,0,54,26,0
40,4,214242,9,2,7,0,4,1,0,0,50,39,0
34,4,216864,9,0,8,4,4,0,0,3770,45,39,0
34,4,245211,9,4,3,4,4,1,2036,0,30,39,0
57,4,437727,14,2,10,0,4,1,0,1977,45,39,1
71,4,200418,3,2,14,0,4,1,0,0,40,39,0
45,2,167334,14,4,10,1,4,1,0,0,50,39,1
54,4,146834,9,0,14,1,4,1,0,0,45,39,0
26,4,78424,11,4,12,4,4,0,0,0,54,39,0
37,4,182675,10,2,4,5,4,0,0,0,45,39,1
28,6,38079,10,2,5,0,4,1,0,0,55,39,0
42,4,115178,13,0,10,4,4,0,0,0,15,39,0
45,4,195949,9,2,3,0,4,1,0,0,40,39,0
37,4,167415,9,2,12,0,4,1,0,0,50,39,0
57,4,223214,9,2,12,0,4,1,0,0,50,39,0
39,4,22245,13,2,10,1,4,1,0,0,60,39,0
45,7,81853,10,2,1,5,1,0,0,0,40,39,1
30,4,147921,11,0,1,1,4,0,0,0,46,39,0
27,4,29261,9,1,3,0,4,1,0,0,40,39,1
44,4,257758,16,2,10,0,4,1,0,0,40,39,1
44,7,136546,16,2,10,0,4,1,0,1902,40,39,1
38,4,205493,9,2,4,5,4,0,0,0,60,39,1
19,4,71650,9,4,5,3,4,1,0,0,40,39,0
39,4,150217,10,0,12,1,4,0,0,0,38,39,0
55,5,258648,6,6,14,1,4,1,0,0,40,39,0
17,4,114798,6,4,8,3,4,0,0,0,20,39,0
43,4,186188,10,0,1,4,4,0,0,0,40,39,0
36,2,175255,9,2,8,5,4,0,0,0,35,39,0
45,4,249935,13,2,5,0,4,1,0,0,60,39,0
44,4,120277,14,2,4,0,4,1,0,0,38,39,1
26,4,193165,10,2,14,0,4,1,0,0,52,39,1
32,4,185027,12,2,3,0,4,1,0,1887,40,21,1
21,4,221418,9,4,8,3,4,0,0,0,40,39,0
43,1,56063,13,2,12,0,4,1,0,0,60,39,0
34,4,153927,9,2,3,0,4,1,0,0,40,39,0
33,7,163110,13,4,10,1,4,1,0,0,20,39,0
40,5,175696,9,4,12,1,4,1,0,0,51,39,0
46,4,143189,3,4,7,3,4,0,0,0,40,6,0
20,0,114969,9,4,0,3,4,1,0,0,40,39,0
54,7,32778,9,6,4,1,4,0,0,0,40,39,0
23,4,150683,10,4,4,3,4,1,0,0,40,39,0
58,5,78104,9,2,4,0,4,1,0,0,45,39,0
25,4,335005,10,2,11,0,4,1,3137,0,40,39,0
50,2,311551,14,2,10,0,4,1,7688,0,50,39,1
42,6,201520,9,2,3,0,4,1,0,0,45,39,0
25,4,124111,9,4,8,1,4,0,0,0,38,39,0
60,4,166386,7,2,7,5,1,0,0,0,30,17,0
43,7,117471,9,4,1,1,4,0,0,0,40,39,0
25,4,361307,13,4,12,3,4,0,0,0,40,39,0
31,4,142038,9,2,3,5,4,0,0,0,45,39,0
35,4,276552,9,0,3,1,4,1,0,0,40,39,0
48,4,50402,10,0,7,4,4,1,0,0,40,39,0
43,6,174090,9,2,1,5,4,0,0,0,20,39,1
27,4,277760,9,0,4,4,4,0,0,0,40,39,0
24,4,24243,9,4,3,1,4,1,0,1590,40,39,0
44,5,151089,9,2,4,0,4,1,0,1887,70,39,1
52,6,165278,9,2,14,0,4,1,0,0,22,39,0
49,4,182752,10,2,1,5,4,0,0,0,40,39,1
31,4,173002,9,4,1,3,4,0,0,0,40,39,0
59,4,261232,7,0,5,1,4,1,0,0,40,39,0
27,4,164607,13,2,8,0,4,1,0,0,40,39,0
38,6,129573,14,4,10,1,4,1,0,0,40,39,1
51,1,36186,13,2,10,0,4,1,0,0,40,39,1
24,4,325744,9,4,3,1,4,1,0,0,40,39,0
58,5,329793,13,2,4,0,4,1,0,0,45,39,1
46,4,133616,10,0,1,4,4,0,0,0,40,39,0
